cand,job,rel,S_skills,S_experience,S_education,S_keyword,S_semantic,full,abl_S_skills,abl_S_experience,abl_S_education,abl_S_keyword,abl_S_semantic
0,AI Engineer,1,37.5,100.0,100.0,14.36996450845359,58.48708724975586,59.05355776373142,70.65931963650988,48.81694720466428,51.82771501615461,66.93889774995692,59.15352314855064
0,Cloud Engineer,0,33.33333333333333,100.0,100.0,2.114514006908555,57.00629806518555,55.53478847748078,67.48941817048325,44.41848559685098,47.68798644409504,64.96189573699353,55.27511031494465
0,Data Scientist,0,50.0,100.0,70.0,6.6671888595334545,49.46245574951172,56.419446691356775,59.876071832856574,45.524308364195974,54.02287846041974,65.19925689697266,57.64715097521179
0,Software Engineer,0,42.857142857142854,100.0,100.0,1.9791846017151244,48.99750900268555,57.6465040406601,65.61000621640015,47.05813005082513,50.17235769489423,67.47014864753274,59.17279728265561
0,Web Developer,0,0.0,100.0,100.0,2.0797094545800356,50.817195892333984,42.9345358020371,66.053132003134,28.668169752546383,32.86415976710248,50.144211039823645,41.543478139043536
1,AI Engineer,1,37.5,8.333333333333332,100.0,13.141216327862256,61.91351318359375,41.049876093385066,42.96134783597702,49.22901178339801,30.646913051041256,45.974933699065566,37.36805778334824
1,Cloud Engineer,0,50.0,8.333333333333332,100.0,3.069352720989759,57.09184265136719,43.190845972520215,39.52437841926186,51.90522413231693,33.16570114414142,50.271109487496176,40.73772891154722
1,Data Scientist,0,25.0,8.333333333333332,70.0,5.540572497068278,45.608272552490234,28.58899342410044,30.521528344769912,33.652908446792225,21.281168734235816,32.65636182298847,25.58559122497283
1,Software Engineer,0,28.57142857142857,12.5,100.0,1.1678584223284338,46.02750778198242,34.57930493064663,37.81431527791789,40.099131163308286,23.034476388996033,40.4754425497616,32.55903383923443
1,Web Developer,0,14.285714285714285,12.5,100.0,2.5625424632749487,45.412593841552734,29.69627044572415,37.994262224191,33.99533805715519,17.28972993614606,34.484575383803424,26.922801611166165
2,AI Engineer,1,37.5,100.0,100.0,6.131710019462703,55.13912582397461,57.3156253765156,67.9855775023317,46.6445317206445,49.78308867825365,66.34808102776023,57.69971353284636
2,Cloud Engineer,0,33.33333333333333,100.0,100.0,1.9374865667865362,48.312015533447266,54.20409198170174,65.44219279236165,42.75511497712718,46.122461154943224,63.42761058433383,55.243870178452525
2,Data Scientist,0,50.0,100.0,100.0,1.363225605078968,37.11859130859375,58.27227253705091,62.726573133924475,47.84034067131364,50.908555925942245,68.31504552504596,62.00527510677864
2,Software Engineer,0,57.14285714285714,100.0,100.0,2.8395081873880224,42.39124298095703,61.78461267525176,64.28401950038732,52.2307658440647,55.040720794413836,72.18668993781594,65.20697203306848
2,Web Developer,0,0.0,100.0,100.0,2.2185276204751267,41.950069427490234,41.625289557194805,64.03890701106893,27.03161194649351,31.323870067288006,48.579424016615924,41.56797546243679
3,AI Engineer,1,37.5,100.0,100.0,15.739064263071972,57.56944274902344,59.12127605181431,70.76350161817587,48.901595064767896,51.90738359036978,66.77696048512178,59.39512898760094
3,Cloud Engineer,0,33.33333333333333,100.0,100.0,3.773825864506269,54.6417236328125,55.42899909126448,67.32666526861202,44.286248864080605,47.56352834266409,64.54461789598652,55.567930054520716
3,Data Scientist,0,50.0,100.0,100.0,9.789223383788714,54.45949935913086,62.137308411437935,68.67278217144298,52.67163551429742,55.455656954632865,71.37520576925839,63.49221589125683
3,Software Engineer,0,57.14285714285714,100.0,100.0,3.0086752594069686,43.178096771240234,61.92801580459708,64.50463969938012,52.410019755746355,55.20943035834951,72.3255464890424,65.2368250457777
3,Web Developer,0,0.0,100.0,100.0,0.08452995682709419,35.62236404418945,40.35603410015248,62.086206307926886,25.445042625190602,29.830628353120566,47.462770125445196,41.19138763944007
4,AI Engineer,1,37.5,8.333333333333332,100.0,7.925146711236651,57.181190490722656,39.55761724696056,40.66556499532394,47.363688225367376,28.891314408188897,45.13981792973537,36.44757490982607
4,Cloud Engineer,0,33.33333333333333,8.333333333333332,100.0,3.9205137734703244,49.66146469116211,36.37063010302819,38.006097594402355,43.379954295451924,25.141917768268467,42.097121220008994,34.02518870512221
4,Data Scientist,0,50.0,8.333333333333332,70.0,2.1235907074299636,50.031639099121094,37.48995113764933,30.753770980998958,44.77910558872833,31.752883691352146,43.73107356651157,35.276712085624894
4,Software Engineer,0,42.857142857142854,12.5,100.0,3.737889688692392,45.1413688659668,39.83188878319888,38.202905820305965,46.664860978998604,29.213986803763387,46.20141803517061,38.89492170976925
4,Web Developer,0,14.285714285714285,12.5,100.0,0.7806761447473073,43.1444091796875,29.088762798665222,37.05963507486957,33.23595349833153,16.5750150572532,34.0843075022978,26.60835461377894
5,AI Engineer,1,37.5,100.0,100.0,13.164081299412283,59.349609375,59.00205360116184,70.58008246332591,48.752567001452306,51.76712188371982,67.09110753676471,58.94072022930805
5,Cloud Engineer,0,33.33333333333333,100.0,100.0,3.1698015981042578,55.61194610595703,55.48392882227586,67.41117254709107,44.35491102784483,47.62815155561866,64.71583362654144,55.46133753692036
5,Data Scientist,0,50.0,100.0,100.0,6.722869739429329,57.47908401489258,62.13029306314829,68.66198932792044,52.662866328935365,55.44740360370387,71.90807364968693,62.95109465989929
5,Software Engineer,0,42.857142857142854,100.0,100.0,2.3029673902502603,47.92266082763672,57.533844232683045,65.43668343489699,46.91730529085381,50.039816744332995,67.28046955781824,59.229935421808875
5,Web Developer,0,0.0,100.0,100.0,1.87555014426634,45.22693634033203,42.06537297268976,64.7159584195227,27.5817162158622,31.841615261987947,49.15769464829389,41.50745002545877
6,AI Engineer,1,12.5,100.0,100.0,15.208905104428167,57.569358825683594,50.291739589516766,70.6411378300258,37.86467448689596,41.519693634725606,56.48282802806182,49.00745384195791
